,year,month,day,hour,minutes,lat,lon,depth,mb,ms
10785,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
10786,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
10787,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
10788,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
10789,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
10790,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
10791,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
10792,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
10793,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
10794,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
10795,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
10796,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
10797,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
10798,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
10799,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
10800,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
10801,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
10802,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
10803,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
10804,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
10805,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
10806,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
10807,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
10808,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
10809,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
10810,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
10811,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
10812,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
10813,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
10814,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
10815,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
10816,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
10817,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
10818,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
10819,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
10820,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
10821,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
10822,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
10823,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
10824,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
10825,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
10826,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
10827,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
10828,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
10829,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
10830,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
10831,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
10832,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
10833,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
10834,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
10835,1999.0,9.0,22.0,22.0,27.0,38.3342,1999.0,10.8,3.9,n.a
10836,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
10837,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
10838,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
10839,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
10840,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
10841,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
10842,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
10843,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
10844,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
10845,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
10846,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
10847,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
10848,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
10849,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
10850,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
10851,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
10852,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
10853,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
10854,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
10855,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
10856,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
10857,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
10858,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
10859,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
10860,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
10861,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
10862,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
10863,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
10864,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
10865,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
10866,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
10867,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
10868,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
10869,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
10870,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
10871,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
10872,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
10873,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
10874,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
10875,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
10876,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
10877,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
10878,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
10879,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
10880,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
10881,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
10882,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
10883,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
10884,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
10885,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
10886,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
10887,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
10888,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
10889,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
10890,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
10891,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
10892,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
10893,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
10894,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
10895,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
10896,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
10897,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
10898,1999.0,9.0,29.0,6.0,22.0,41.3391,1999.0,43.2,3.9,n.a
10899,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
10900,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
10901,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
10902,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
10903,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
10904,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
10905,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
10906,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
10907,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
10908,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
10909,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
10910,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
10911,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
10912,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
10913,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
10914,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
10915,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
10916,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
10917,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
10918,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
10919,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
10920,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
10921,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
10922,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
10923,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
10924,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
10925,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
10926,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
10927,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
10928,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
10929,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
10930,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
10931,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
10932,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
10933,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
10934,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
10935,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
10936,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
10937,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
10938,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
10939,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
10940,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
10941,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
10942,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
10943,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
10944,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
10945,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
10946,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
10947,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
10948,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
10949,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
10950,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
10951,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
10952,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
10953,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
10954,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
10955,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
10956,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
10957,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
10958,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
10959,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
10960,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
10961,1999.0,10.0,16.0,9.0,46.0,34.5724,1999.0,2.3,6.3,n.a
10962,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
10963,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
10964,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
10965,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
10966,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
10967,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
10968,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
10969,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
10970,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
10971,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
10972,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
10973,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
10974,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
10975,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
10976,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
10977,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
10978,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
10979,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
10980,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
10981,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
10982,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
10983,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
10984,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
10985,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
10986,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
10987,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
10988,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
10989,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
10990,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
10991,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
10992,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
10993,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
10994,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
10995,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
10996,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
10997,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
10998,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
10999,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
11000,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
11001,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
11002,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
11003,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
11004,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
11005,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
11006,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
11007,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
11008,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
11009,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
11010,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
11011,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
11012,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
11013,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
11014,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
11015,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
11016,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
11017,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
11018,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
11019,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
11020,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
11021,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
11022,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
11023,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
11024,1999.0,12.0,12.0,18.0,12.0,39.6414,1999.0,2.1,4.1,n.a
11025,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
11026,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
11027,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
11028,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
11029,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
11030,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
11031,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
11032,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
11033,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
11034,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
11035,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
11036,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
11037,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
11038,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
11039,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
11040,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
11041,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
11042,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
11043,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
11044,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
11045,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
11046,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
11047,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
11048,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
11049,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
11050,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
11051,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
11052,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
11053,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
11054,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
11055,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
11056,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
11057,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
11058,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
11059,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
11060,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
11061,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
11062,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
11063,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
11064,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
11065,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
11066,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
11067,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
11068,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
11069,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
11070,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
11071,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
11072,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
11073,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
11074,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
11075,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
11076,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
11077,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
11078,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
11079,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
11080,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
11081,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
11082,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
11083,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
11084,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
11085,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
11086,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
11087,2000.0,1.0,10.0,21.0,41.0,38.6777,2000.0,5.0,3.8,n.a
11088,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
