,year,month,day,hour,minutes,lat,lon,depth,mb,ms
0,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
1,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
2,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
3,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
4,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
5,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
6,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
7,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
8,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
9,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
10,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
11,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
12,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
13,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
14,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
15,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
16,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
17,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
18,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
19,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
20,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
21,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
22,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
23,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
24,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
25,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
26,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
27,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
28,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
29,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
30,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
31,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
32,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
33,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
34,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
35,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
36,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
37,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
38,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
39,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
40,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
41,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
42,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
43,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
44,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
45,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
46,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
47,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
48,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
49,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
50,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
51,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
52,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
53,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
54,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
55,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
56,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
57,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
58,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
59,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
60,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
61,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
62,1970.0,9.0,12.0,14.0,30.0,34.1231,1970.0,4.0,5.3,n.a
63,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
64,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
65,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
66,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
67,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
68,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
69,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
70,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
71,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
72,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
73,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
74,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
75,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
76,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
77,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
78,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
79,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
80,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
81,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
82,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
83,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
84,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
85,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
86,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
87,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
88,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
89,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
90,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
91,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
92,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
93,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
94,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
95,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
96,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
97,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
98,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
99,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
100,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
101,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
102,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
103,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
104,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
105,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
106,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
107,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
108,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
109,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
110,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
111,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
112,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
113,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
114,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
115,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
116,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
117,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
118,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
119,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
120,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
121,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
122,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
123,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
124,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
125,1971.0,2.0,9.0,14.0,0.0,34.274,1971.0,8.4,6.4,n.a
126,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
127,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
128,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
129,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
130,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
131,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
132,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
133,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
134,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
135,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
136,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
137,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
138,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
139,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
140,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
141,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
142,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
143,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
144,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
145,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
146,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
147,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
148,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
149,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
150,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
151,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
152,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
153,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
154,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
155,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
156,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
157,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
158,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
159,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
160,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
161,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
162,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
163,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
164,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
165,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
166,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
167,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
168,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
169,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
170,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
171,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
172,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
173,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
174,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
175,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
176,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
177,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
178,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
179,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
180,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
181,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
182,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
183,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
184,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
185,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
186,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
187,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
188,1973.0,2.0,21.0,14.0,45.0,34.0526,1973.0,9.0,5.6,n.a
189,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
190,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
191,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
192,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
193,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
194,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
195,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
196,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
197,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
198,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
199,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
200,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
201,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
202,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
203,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
204,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
205,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
206,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
207,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
208,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
209,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
210,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
211,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
212,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
213,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
214,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
215,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
216,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
217,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
218,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
219,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
220,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
221,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
222,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
223,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
224,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
225,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
226,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
227,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
228,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
229,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
230,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
231,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
232,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
233,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
234,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
235,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
236,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
237,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
238,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
239,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
240,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
241,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
242,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
243,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
244,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
245,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
246,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
247,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
248,2023.0,4.0,29.0,12.0,7.0,32.7247,2023.0,18.4,n.a,3.4
249,2023.0,8.0,2.0,5.0,38.0,33.168,2023.0,12.8,n.a,3.3
250,2023.0,10.0,28.0,5.0,40.0,38.5583,2023.0,7.2,n.a,4.0
251,1973.0,8.0,6.0,23.0,29.0,33.8754,1973.0,0.2,4.4,n.a
252,1992.0,6.0,30.0,21.0,49.0,33.9679,1992.0,16.0,n.a,4.0
253,2006.0,5.0,27.0,10.0,21.0,32.3929,2006.0,26.4,n.a,3.4
254,2006.0,5.0,28.0,7.0,40.0,32.3636,2006.0,2.1,n.a,3.5
255,2007.0,4.0,24.0,21.0,8.0,38.7514,2007.0,10.2,n.a,4.0
256,2008.0,4.0,22.0,20.0,40.0,41.2055,2008.0,10.4,n.a,4.2
257,2008.0,4.0,23.0,1.0,55.0,34.8563,2008.0,6.3,n.a,4.4
258,2008.0,12.0,28.0,5.0,17.0,32.5624,2008.0,29.3,n.a,3.9
259,2009.0,4.0,12.0,9.0,41.0,32.1302,2009.0,16.3,n.a,3.2
260,2010.0,3.0,31.0,9.0,20.0,32.3448,2010.0,14.7,n.a,3.6
261,2010.0,4.0,9.0,5.0,32.0,32.1958,2010.0,14.7,n.a,3.3
262,2010.0,6.0,2.0,16.0,7.0,32.1333,2010.0,16.1,n.a,3.2
263,2010.0,6.0,15.0,8.0,14.0,32.6373,2010.0,10.2,n.a,3.2
264,2010.0,7.0,6.0,16.0,38.0,32.2394,2010.0,12.8,n.a,3.2
265,2010.0,8.0,29.0,15.0,53.0,32.2124,2010.0,12.7,n.a,3.4
266,2010.0,12.0,15.0,19.0,16.0,33.0364,2010.0,12.8,n.a,3.4
267,2011.0,5.0,12.0,16.0,23.0,38.3937,2011.0,2.3,n.a,3.1
268,2011.0,7.0,15.0,10.0,37.0,32.1035,2011.0,10.1,n.a,3.3
269,2011.0,10.0,21.0,3.0,16.0,37.8158,2011.0,25.8,n.a,3.0
270,2011.0,12.0,30.0,15.0,34.0,32.182,2011.0,19.6,n.a,3.5
271,2012.0,5.0,13.0,12.0,38.0,38.8095,2012.0,4.2,n.a,3.1
272,2012.0,5.0,22.0,15.0,6.0,32.6886,2012.0,14.8,n.a,3.2
273,2012.0,7.0,1.0,7.0,54.0,32.193,2012.0,2.5,n.a,3.0
274,2012.0,8.0,26.0,22.0,58.0,32.9371,2012.0,11.7,n.a,3.2
275,2012.0,8.0,28.0,2.0,1.0,33.0071,2012.0,14.6,n.a,3.5
276,2012.0,10.0,19.0,2.0,51.0,32.1106,2012.0,8.5,n.a,3.3
277,2013.0,9.0,14.0,10.0,25.0,32.3812,2013.0,12.4,n.a,3.2
278,2014.0,6.0,2.0,2.0,36.0,34.0874,2014.0,9.7,n.a,3.3
279,2014.0,12.0,4.0,5.0,24.0,41.8481,2014.0,5.5,n.a,3.3
280,2016.0,2.0,16.0,9.0,24.0,34.2976,2016.0,6.9,n.a,3.0
281,2016.0,7.0,18.0,5.0,53.0,36.6753,2016.0,10.5,n.a,3.2
282,2016.0,7.0,31.0,16.0,21.0,32.9607,2016.0,16.2,n.a,3.3
283,2016.0,9.0,26.0,14.0,31.0,33.2822,2016.0,24.2,n.a,3.5
284,2017.0,1.0,27.0,19.0,8.0,38.7995,2017.0,6.7,n.a,3.4
285,2017.0,4.0,17.0,20.0,31.0,38.7717,2017.0,1.0,n.a,3.3
286,2017.0,8.0,12.0,3.0,0.0,38.0626,2017.0,8.4,n.a,3.1
287,2017.0,12.0,14.0,4.0,57.0,39.5835,2017.0,12.5,n.a,3.5
288,2018.0,11.0,2.0,12.0,58.0,36.6869,2018.0,17.9,n.a,3.5
289,2019.0,7.0,6.0,16.0,36.0,35.5602,2019.0,15.1,n.a,3.1
290,2019.0,7.0,7.0,11.0,22.0,35.7931,2019.0,12.7,n.a,3.4
291,2019.0,7.0,11.0,15.0,32.0,36.1626,2019.0,6.8,n.a,4.0
292,2019.0,7.0,11.0,23.0,45.0,35.9414,2019.0,4.9,n.a,3.4
293,2019.0,7.0,12.0,3.0,27.0,35.9324,2019.0,2.5,n.a,3.2
294,2019.0,7.0,23.0,1.0,36.0,35.741,2019.0,9.4,n.a,2.8
295,2019.0,7.0,23.0,7.0,45.0,35.607,2019.0,8.2,n.a,3.2
296,2020.0,1.0,12.0,5.0,21.0,32.3893,2020.0,14.6,n.a,3.4
297,2020.0,3.0,3.0,15.0,1.0,36.4961,2020.0,9.2,n.a,3.5
298,2020.0,3.0,8.0,0.0,33.0,36.1129,2020.0,1.3,n.a,3.4
299,2020.0,5.0,15.0,22.0,46.0,38.1627,2020.0,6.1,n.a,3.2
300,2020.0,5.0,16.0,10.0,28.0,38.2019,2020.0,3.5,n.a,3.1
301,2020.0,6.0,19.0,20.0,42.0,38.1778,2020.0,7.6,n.a,3.9
302,2020.0,8.0,10.0,19.0,29.0,33.2681,2020.0,13.9,n.a,3.2
303,2020.0,8.0,12.0,11.0,45.0,38.7697,2020.0,6.6,n.a,3.2
304,2021.0,4.0,2.0,19.0,8.0,38.1807,2021.0,10.0,n.a,3.0
305,2021.0,4.0,19.0,18.0,50.0,38.7495,2021.0,6.9,n.a,3.2
306,2021.0,4.0,23.0,11.0,18.0,39.5293,2021.0,7.6,n.a,3.3
307,2021.0,6.0,7.0,21.0,8.0,33.1675,2021.0,18.5,n.a,3.2
308,2021.0,6.0,12.0,4.0,39.0,33.2067,2021.0,12.2,n.a,3.6
309,2021.0,11.0,4.0,0.0,24.0,39.8917,2021.0,9.7,n.a,3.4
310,2022.0,6.0,28.0,11.0,57.0,38.817,2022.0,4.4,n.a,3.4
