year,month,day,hour,minutes,lat,lon,depth,mb,ms
2013,8,12,7,32,35.9624,117.743,3.6,4.0,n.a
2013,8,24,1,16,34.5249,120.8653,14.3,4.2,n.a
2013,8,25,18,50,35.483,118.2079,0.6,3.7,n.a
2013,8,27,0,51,39.6393,119.696,3.7,4.0,n.a
2013,9,14,10,25,32.3812,115.2826,12.4,n.a,3.2
2013,12,13,7,49,35.7531,119.836,4.6,4.1,n.a
2013,12,23,13,39,36.1161,118.0634,5.2,4.5,n.a
2014,1,12,20,24,38.7969,122.8028,0.1,4.1,n.a
2014,1,15,9,35,34.1433,117.4472,10.7,4.3,n.a
2014,2,6,19,42,35.4932,121.3261,0.2,4.3,n.a
2014,2,27,18,52,35.8345,121.5226,5.0,4.2,n.a
2014,3,13,2,11,36.1022,118.0162,10.0,4.4,n.a
2014,3,17,13,25,34.1238,118.4751,15.2,4.6,n.a
2014,3,29,4,9,33.8845,117.9228,13.5,5.1,n.a
2014,3,29,21,32,33.9421,117.8903,16.4,4.4,n.a
2014,6,2,2,36,34.0874,118.5024,9.7,n.a,3.3
2014,7,5,16,59,34.2861,117.0326,14.8,4.4,n.a
2014,8,21,4,33,36.6735,121.0245,10.0,4.2,n.a
2014,8,24,10,20,38.1734,122.2985,8.3,5.7,n.a
2014,9,28,20,45,36.6352,120.7634,6.5,4.5,n.a
2014,11,5,7,23,41.8545,119.6458,6.9,4.6,n.a
2014,11,6,1,17,41.6484,119.6743,3.5,3.8,n.a
2014,11,6,8,34,41.8372,119.7165,10.0,4.4,n.a
2014,11,7,8,5,41.8219,119.6432,2.2,4.5,n.a
2014,11,10,8,42,32.8661,118.6228,12.6,3.7,n.a
2014,11,12,14,42,41.8876,119.7186,10.0,4.0,n.a
2014,11,13,6,36,41.9177,119.6745,6.1,4.8,n.a
2014,11,20,6,26,36.7774,121.6,5.8,4.0,n.a
2014,12,4,5,24,41.8481,119.669,5.5,n.a,3.3
2015,1,4,3,18,34.608,118.6246,8.6,4.2,n.a
2015,1,4,9,56,41.8368,119.6096,10.0,3.9,n.a
2015,1,20,13,21,36.3428,120.9852,7.6,4.7,n.a
2015,1,22,9,9,41.9372,119.6817,6.4,4.6,n.a
2015,1,29,11,3,41.8826,119.6477,5.3,4.4,n.a
2015,2,14,2,28,37.1408,117.2172,8.9,4.7,n.a
2015,2,26,19,17,41.9356,119.5525,10.0,4.2,n.a
2015,2,28,10,41,38.905,115.4262,10.0,3.5,n.a
2015,3,27,13,30,36.205,120.4246,11.9,4.1,n.a
2015,4,8,19,23,32.3952,115.2072,12.7,4.1,n.a
2015,4,8,19,30,32.3904,115.2681,11.7,3.4,n.a
2015,5,19,18,36,36.6574,120.8977,13.0,3.4,n.a
2015,5,22,2,53,38.4479,122.2024,8.2,3.6,n.a
2015,5,22,18,47,37.3335,114.6505,6.0,4.8,n.a
2015,7,16,1,52,41.8775,119.6168,2.6,4.3,n.a
2015,7,16,1,57,41.9068,119.6454,2.5,3.9,n.a
2015,7,21,9,41,37.5358,121.9993,11.1,3.9,n.a
2015,7,27,1,5,41.8151,119.6302,1.8,4.4,n.a
2015,8,17,13,49,37.8227,122.2756,10.8,4.5,n.a
2015,8,23,17,41,38.7463,122.7056,10.0,3.1,n.a
2015,9,14,13,55,41.8571,119.5881,7.6,4.6,n.a
2015,9,27,2,44,41.8669,119.5798,0.4,4.3,n.a
2015,10,29,16,47,41.8929,119.5852,1.5,4.0,n.a
2015,11,19,1,40,41.8902,119.5833,10.0,3.7,n.a
2015,12,6,11,13,41.8873,119.6166,1.1,4.0,n.a
2015,12,23,6,46,39.4294,119.7632,10.0,3.9,n.a
2015,12,24,20,30,41.8872,119.6011,10.0,4.6,n.a
2015,12,27,18,31,35.2042,117.2921,6.6,4.3,n.a
2015,12,28,15,10,41.3975,118.9763,10.0,3.6,n.a
2015,12,30,1,48,34.1747,117.4212,9.5,4.2,n.a
2016,1,3,15,35,41.9191,119.6393,7.2,3.8,n.a
2016,1,6,14,42,33.9505,116.8977,14.9,4.3,n.a
2016,1,24,15,32,34.6667,116.1928,2.8,4.2,n.a
2016,2,16,9,24,34.2976,116.8689,6.9,n.a,3.0
2016,2,16,23,4,37.2231,118.3838,1.2,4.2,n.a
2016,2,16,23,27,37.2038,118.3858,9.1,3.6,n.a
2016,2,20,6,13,34.6034,116.6131,6.7,4.3,n.a
2016,2,23,3,19,34.6739,116.2378,3.7,3.9,n.a
2016,2,24,0,2,35.5034,119.3767,14.3,4.7,n.a
2016,3,12,8,42,34.4912,119.0741,0.9,4.2,n.a
2016,3,21,7,37,38.4759,118.3617,8.3,3.9,n.a
2016,3,22,10,0,38.6845,118.7623,10.0,3.4,n.a
2016,5,14,14,20,40.6374,119.4657,9.0,2.9,n.a
2016,6,10,8,4,33.4227,116.4497,3.0,5.1,n.a
2016,7,7,23,14,38.6547,118.7968,10.0,3.5,n.a
2016,7,7,23,40,38.6037,118.7965,6.8,3.9,n.a
2016,7,18,5,53,36.6753,121.3356,10.5,n.a,3.2
2016,7,19,21,38,36.6537,121.392,10.3,4.1,n.a
2016,7,21,23,9,40.6958,123.8862,23.7,4.7,n.a
2016,7,31,16,21,32.9607,115.7725,16.2,n.a,3.3
2016,8,4,4,55,40.2133,120.2278,2.4,4.5,n.a
2016,8,10,2,57,39.2946,122.77,16.8,5.0,n.a
2016,8,28,21,20,40.4191,123.413,35.7,4.2,n.a
2016,9,26,14,31,33.2822,115.7253,24.2,n.a,3.5
2016,11,6,13,0,39.6387,123.6298,9.9,4.3,n.a
2016,12,14,11,58,35.5527,120.8074,14.4,3.9,n.a
2016,12,14,16,41,38.8117,122.8207,10.0,4.7,n.a
2016,12,28,8,18,38.3562,118.9154,5.5,5.1,n.a
2016,12,28,8,22,38.368,118.8613,7.5,5.3,n.a
2016,12,28,9,13,38.3874,118.924,5.0,5.2,n.a
2017,1,27,19,8,38.7995,122.7487,6.7,n.a,3.4
2017,2,21,0,57,38.7698,122.75,7.2,3.7,n.a
2017,4,17,20,31,38.7717,122.7075,1.0,n.a,3.3
2017,4,30,10,12,38.7719,122.7824,0.7,3.7,n.a
2017,5,17,4,42,34.404,119.9911,13.3,3.9,n.a
2017,7,9,9,12,37.5397,118.9517,10.0,3.1,n.a
2017,8,12,3,0,38.0626,118.9291,8.4,n.a,3.1
2017,8,22,19,51,35.8989,116.9221,10.2,4.1,n.a
2017,10,10,0,53,37.3077,121.669,14.9,4.2,n.a
2017,10,26,20,38,34.4283,120.571,14.0,4.5,n.a
2017,11,13,19,31,36.6202,121.2719,10.4,4.6,n.a
2017,12,14,4,57,39.5835,123.6129,12.5,n.a,3.5
2018,1,4,10,39,37.8463,122.2755,13.9,4.4,n.a
2018,1,18,5,55,38.7769,122.721,3.3,4.0,n.a
2018,1,25,10,9,33.7208,117.5036,12.6,4.1,n.a
2018,3,7,18,5,35.4813,120.0196,12.9,3.6,n.a
2018,4,5,19,29,33.8403,119.7162,10.4,5.1,n.a
2018,4,16,16,36,35.0426,119.0452,11.3,3.7,n.a
2018,5,8,11,49,34.0132,116.7784,15.9,4.5,n.a
2018,5,10,2,58,38.7946,122.7681,10.0,3.5,n.a
2018,7,5,15,17,35.8871,115.7614,11.0,4.2,n.a
2018,8,15,1,24,33.4641,116.8214,9.0,4.3,n.a
2018,8,29,2,33,34.1195,117.771,9.5,4.4,n.a
2018,9,29,2,17,32.3882,115.2265,17.8,4.2,n.a
2018,11,2,12,58,36.6869,121.2766,17.9,n.a,3.5
2018,11,19,20,18,32.1785,115.2891,16.3,4.5,n.a
2018,11,27,13,7,36.0258,120.1857,12.7,4.1,n.a
2018,12,5,21,40,35.7199,117.0782,3.9,4.0,n.a
2019,2,6,18,23,40.8536,123.7743,27.3,4.3,n.a
2019,2,7,16,41,34.69,116.2682,10.7,3.2,n.a
2019,4,15,11,54,38.7917,122.7787,3.8,3.2,n.a
2019,4,28,17,3,39.8017,117.5286,10.0,3.9,n.a
2019,4,28,21,56,39.7758,117.4759,10.0,3.9,n.a
2019,4,29,7,16,39.3382,123.2141,11.5,4.2,n.a
2019,6,5,10,47,32.836,118.4265,2.4,4.3,n.a
2019,6,5,14,32,32.7983,118.4704,2.1,4.1,n.a
2019,6,11,7,24,37.4958,116.6812,3.8,3.7,n.a
2019,6,30,23,43,37.7873,114.3361,10.0,3.9,n.a
2019,7,4,17,2,35.6937,117.5081,15.7,3.4,n.a
2019,7,4,17,33,35.6695,117.5276,12.2,5.6,n.a
2019,7,4,18,27,35.7518,117.533,6.4,4.1,n.a
2019,7,4,18,39,35.584,117.5768,1.2,4.5,n.a
2019,7,4,18,47,35.6675,117.4964,12.9,4.3,n.a
2019,7,4,18,54,35.5805,117.6158,13.8,3.5,n.a
2019,7,4,18,56,35.707,117.5605,7.7,4.4,n.a
2019,7,4,19,21,35.6614,117.4735,7.0,4.4,n.a
2019,7,4,19,56,35.6401,117.5096,1.4,3.5,n.a
2019,7,4,20,14,35.6685,117.5143,12.6,3.1,n.a
2019,7,4,22,12,35.7108,117.5337,10.0,4.2,n.a
2019,7,4,23,34,35.5922,117.6244,12.6,4.0,n.a
2019,7,5,0,18,35.7688,117.6079,5.7,3.5,n.a
2019,7,5,0,32,35.6852,117.4536,3.1,3.2,n.a
2019,7,5,2,1,35.6225,117.552,12.1,3.3,n.a
2019,7,5,11,7,35.7222,117.5744,12.3,5.2,n.a
2019,7,5,12,38,35.759,117.5724,9.5,4.0,n.a
2019,7,5,14,39,35.7153,117.566,10.0,3.9,n.a
2019,7,5,17,2,35.6188,117.5786,12.6,4.0,n.a
2019,7,6,3,16,35.7108,117.5483,2.8,4.6,n.a
2019,7,6,3,19,35.7232,117.6203,9.3,5.9,n.a
2019,7,6,3,44,35.889,117.704,8.4,4.2,n.a
2019,7,6,3,46,35.6724,117.4702,1.7,4.1,n.a
2019,7,6,3,47,35.8904,117.7367,8.6,4.9,n.a
2019,7,6,3,51,35.8421,117.6722,11.7,4.6,n.a
2019,7,6,3,57,35.8574,117.678,10.0,4.0,n.a
2019,7,6,4,7,35.5472,117.5176,1.4,4.2,n.a
2019,7,6,4,13,35.5854,117.6537,14.3,4.7,n.a
2019,7,6,4,18,35.8867,117.6905,10.4,5.0,n.a
2019,7,6,4,36,35.853,117.7127,10.0,4.7,n.a
2019,7,6,4,40,35.6315,117.4282,3.6,4.2,n.a
2019,7,6,4,52,35.8705,117.6791,6.5,4.2,n.a
2019,7,6,5,25,35.824,117.6697,5.3,4.1,n.a
2019,7,6,5,58,35.9346,117.6884,0.5,4.4,n.a
2019,7,6,6,1,35.9007,117.7244,9.0,4.2,n.a
2019,7,6,6,12,35.5644,117.3669,7.9,4.0,n.a
2019,7,6,7,54,35.6951,117.52,2.1,4.0,n.a
2019,7,6,8,32,35.6013,117.4887,8.1,4.7,n.a
2019,7,6,8,59,35.5274,117.3815,6.7,3.9,n.a
2019,7,6,9,28,35.8786,117.7153,10.0,4.4,n.a
2019,7,6,9,30,35.9031,117.7329,10.0,4.1,n.a
2019,7,6,10,48,35.5711,117.3688,8.8,4.0,n.a
2019,7,6,11,6,35.7909,117.6133,5.9,4.2,n.a
2019,7,6,11,15,35.6312,117.4652,7.4,4.0,n.a
2019,7,6,11,53,35.8751,117.7184,10.0,4.0,n.a
2019,7,6,13,6,35.914,117.7024,10.0,4.3,n.a
2019,7,6,13,43,35.5813,117.4406,9.8,3.6,n.a
2019,7,6,16,36,35.5602,117.5092,15.1,n.a,3.1
2019,7,6,17,41,35.8683,117.7044,13.4,3.9,n.a
2019,7,6,23,50,35.8189,117.6491,8.7,4.3,n.a
2019,7,7,5,38,35.7205,117.5684,11.0,4.4,n.a
2019,7,7,11,22,35.7931,117.5924,12.7,n.a,3.4
2019,7,7,23,36,35.8249,117.6226,12.1,3.9,n.a
2019,7,8,16,4,35.6703,117.4829,10.8,4.3,n.a
2019,7,10,0,48,36.053,117.8491,5.2,4.0,n.a
2019,7,10,1,43,35.8976,117.6817,4.5,3.8,n.a
2019,7,10,7,5,36.0448,117.8372,10.0,3.2,n.a
2019,7,10,12,28,36.044,117.8544,4.3,4.1,n.a
2019,7,10,18,49,36.1688,117.882,7.9,4.2,n.a
2019,7,10,20,9,35.658,117.5057,8.9,4.2,n.a
2019,7,11,0,14,36.159,117.8734,1.8,4.0,n.a
2019,7,11,0,15,36.146,117.8832,10.0,4.1,n.a
2019,7,11,4,10,36.0579,117.8392,4.3,4.2,n.a
2019,7,11,7,4,36.176,117.881,2.7,3.5,n.a
2019,7,11,15,32,36.1626,117.8722,6.8,n.a,4.0
2019,7,11,23,45,35.9414,117.7002,4.9,n.a,3.4
2019,7,12,3,27,35.9324,117.3634,2.5,n.a,3.2
2019,7,12,13,11,35.6228,117.5662,11.3,4.5,n.a
2019,7,15,8,38,36.0508,117.8448,6.7,4.3,n.a
2019,7,16,20,11,37.8362,121.724,17.9,4.0,n.a
2019,7,16,20,15,35.7784,117.6008,8.6,4.3,n.a
2019,7,17,2,29,36.117,117.8772,8.7,4.2,n.a
2019,7,18,3,59,36.1147,117.8787,4.7,4.3,n.a
2019,7,22,16,26,33.9843,116.0531,12.5,4.2,n.a
2019,7,23,1,36,35.741,117.5496,9.4,n.a,2.8
2019,7,23,7,45,35.607,117.4329,8.2,n.a,3.2
2019,7,26,0,42,35.9281,117.6824,3.6,4.6,n.a
2019,7,27,10,30,35.6228,117.4701,10.0,4.2,n.a
2019,8,15,11,50,36.0866,117.8591,2.9,3.8,n.a
2019,8,22,20,49,35.8964,117.6996,7.1,4.7,n.a
2019,8,23,5,34,35.8841,117.6915,12.2,4.1,n.a
2019,9,10,4,25,39.5355,116.5448,10.0,4.2,n.a
2019,10,15,5,33,37.9499,122.0743,14.0,4.5,n.a
2019,10,15,19,42,36.6212,121.3112,9.4,4.8,n.a
2019,12,17,18,29,35.7743,120.3703,11.0,4.2,n.a
2019,12,21,8,24,35.6091,117.4338,8.2,3.6,n.a
2020,1,2,10,12,33.9153,119.1965,7.8,4.2,n.a
2020,1,12,5,21,32.3893,115.2287,14.6,n.a,3.4
2020,1,25,3,3,35.0917,116.9673,9.7,4.7,n.a
2020,2,1,18,36,37.5889,118.8065,11.3,4.2,n.a
2020,3,3,15,1,36.4961,120.5905,9.2,n.a,3.5
2020,3,8,0,33,36.1129,117.8581,1.3,n.a,3.4
2020,3,13,22,37,37.5405,117.7434,6.2,3.8,n.a
2020,3,21,1,33,39.1275,119.7101,6.7,4.6,n.a
2020,3,23,5,53,35.941,117.3582,9.8,3.8,n.a
2020,3,25,11,57,38.7823,122.7608,13.0,3.6,n.a
2020,4,4,1,53,33.4818,116.5136,10.5,4.6,n.a
2020,4,5,19,20,37.5105,118.8286,6.2,3.6,n.a
2020,4,11,14,36,38.0541,118.775,8.0,4.8,n.a
2020,4,11,16,22,38.0364,118.7504,6.0,4.0,n.a
2020,4,27,3,46,35.6757,117.4869,16.1,4.2,n.a
2020,5,10,22,7,33.0114,116.0215,12.5,4.4,n.a
2020,5,15,11,3,38.1142,117.8613,11.4,5.9,n.a
2020,5,15,11,18,38.1484,117.9429,8.4,4.2,n.a
2020,5,15,11,26,38.1711,117.897,1.5,4.8,n.a
2020,5,15,11,30,38.1413,117.9868,7.1,4.1,n.a
2020,5,15,11,52,38.1461,117.9661,7.2,4.2,n.a
2020,5,15,12,0,38.1581,117.7817,11.7,3.9,n.a
2020,5,15,17,50,38.188,117.8272,6.6,4.2,n.a
2020,5,15,22,15,38.1482,117.9905,3.6,4.3,n.a
2020,5,15,22,46,38.1627,117.8517,6.1,n.a,3.2
2020,5,16,4,12,38.141,117.9582,4.0,4.2,n.a
2020,5,16,10,28,38.2019,117.8998,3.5,n.a,3.1
2020,5,16,11,50,38.206,117.6942,7.0,4.4,n.a
2020,5,16,23,27,38.1324,118.0299,7.3,4.2,n.a
2020,5,17,11,53,38.1399,117.9573,7.6,3.9,n.a
2020,5,17,21,47,38.14,118.037,6.5,4.2,n.a
2020,5,18,2,19,38.1554,118.0937,9.0,3.8,n.a
2020,5,19,9,8,38.1831,117.7983,16.1,4.2,n.a
2020,5,19,22,12,38.1579,117.8572,9.5,4.4,n.a
2020,5,20,3,13,38.1403,118.0576,8.5,3.9,n.a
2020,5,20,3,49,38.1265,118.0473,0.7,3.6,n.a
2020,5,20,9,46,38.1275,118.0515,6.2,4.0,n.a
2020,5,20,12,36,38.1868,117.7528,5.7,4.7,n.a
2020,5,20,12,38,38.2261,117.7806,7.0,4.0,n.a
2020,5,22,0,22,38.2279,117.7936,7.3,4.4,n.a
2020,5,22,13,1,38.1243,118.0593,6.2,4.3,n.a
2020,5,24,12,55,35.859,117.7104,11.4,3.5,n.a
2020,5,28,8,29,38.1791,118.058,9.5,4.0,n.a
2020,5,31,1,7,38.033,118.7981,10.0,4.3,n.a
2020,6,3,4,36,35.2247,117.1733,9.8,4.2,n.a
2020,6,4,1,32,35.5911,117.3931,8.5,5.1,n.a
2020,6,4,2,27,36.1521,117.9585,10.6,4.3,n.a
2020,6,8,3,24,38.2054,117.7859,8.0,4.7,n.a
2020,6,8,4,15,35.6272,117.4186,13.8,4.2,n.a
2020,6,19,10,26,38.1902,117.7648,13.0,4.2,n.a
2020,6,19,20,42,38.1778,117.7719,7.6,n.a,3.9
2020,6,23,0,25,36.4474,117.9709,5.0,4.5,n.a
2020,6,24,17,40,36.4495,117.9772,10.6,5.5,n.a
2020,6,24,17,59,36.4315,117.8987,14.6,4.2,n.a
2020,6,30,9,24,38.1626,117.9295,6.9,4.2,n.a
2020,7,6,6,12,38.1849,117.8674,6.0,3.9,n.a
2020,7,26,2,6,38.2024,117.7109,10.0,4.1,n.a
2020,7,30,3,23,36.1715,120.8017,11.7,3.8,n.a
2020,7,30,11,29,34.3044,118.4263,15.8,4.2,n.a
2020,8,10,15,56,33.245,115.6955,10.2,4.3,n.a
2020,8,10,19,29,33.2681,115.691,13.9,n.a,3.2
2020,8,12,11,45,38.7697,122.7303,6.6,n.a,3.2
2020,8,19,0,55,39.3517,123.229,12.5,4.3,n.a
2020,8,19,1,59,39.3715,123.2631,16.6,4.1,n.a
2020,8,19,17,32,36.4646,117.5033,1.5,4.7,n.a
2020,9,19,6,38,34.0386,118.0747,17.3,4.6,n.a
2020,10,1,0,31,33.0368,115.6352,10.5,4.6,n.a
2020,10,20,1,58,39.3298,123.3355,10.9,3.6,n.a
2020,11,13,9,13,38.1712,117.8454,9.4,5.0,n.a
2020,12,1,23,32,38.1744,118.0466,9.4,4.9,n.a
2020,12,1,23,43,38.1507,118.0712,5.9,3.6,n.a
2020,12,1,23,47,38.1647,118.0773,6.8,4.4,n.a
2020,12,2,2,23,38.18,118.0584,5.6,4.3,n.a
2020,12,2,2,24,38.1366,118.0544,4.0,4.3,n.a
2020,12,2,4,49,38.1613,118.0632,7.4,4.0,n.a
2020,12,2,16,8,38.1601,118.0709,4.4,3.8,n.a
2020,12,3,3,18,38.1692,117.8204,1.6,4.7,n.a
2020,12,3,5,15,38.1634,118.047,6.8,4.8,n.a
2020,12,6,15,3,39.0127,123.0684,8.3,4.3,n.a
2020,12,12,7,50,38.1309,118.0947,10.7,4.8,n.a
2020,12,14,21,20,38.1427,118.1059,8.2,4.8,n.a
2020,12,22,0,29,32.3146,115.4221,13.2,3.9,n.a
2021,1,2,14,42,36.5896,121.2442,8.8,4.0,n.a
2021,1,17,2,49,36.1834,118.097,10.0,3.9,n.a
2021,1,17,3,14,36.1763,118.0972,10.0,3.6,n.a
2021,1,17,4,1,36.8457,121.6473,10.3,3.9,n.a
2021,2,21,1,20,36.1403,118.0711,10.0,3.2,n.a
2021,3,24,15,41,39.237,123.4995,12.7,4.1,n.a
2021,3,30,16,4,38.1748,118.0618,7.3,4.3,n.a
2021,3,31,8,56,32.3749,115.2679,12.0,4.3,n.a
2021,4,2,19,8,38.1807,117.8666,10.0,n.a,3.0
2021,4,5,11,44,33.9397,118.3279,24.3,4.2,n.a
2021,4,19,18,50,38.7495,122.6834,6.9,n.a,3.2
2021,4,20,9,48,40.1863,123.6068,34.2,3.9,n.a
2021,4,23,11,18,39.5293,123.0542,7.6,n.a,3.3
2021,5,7,4,35,39.4579,120.3201,10.9,4.4,n.a
2021,5,8,8,13,38.1956,117.8565,7.9,3.4,n.a
2021,6,5,17,55,33.1296,115.6451,10.5,4.9,n.a
2021,6,7,21,8,33.1675,115.677,18.5,n.a,3.2
2021,6,12,4,39,33.2067,115.6716,12.2,n.a,3.6
2021,6,13,6,54,38.824,122.802,9.1,3.6,n.a
2021,6,29,1,29,37.6974,122.1321,11.3,3.8,n.a
2021,7,3,23,23,36.9961,120.828,11.9,3.9,n.a
2021,7,8,22,49,38.5096,119.4778,11.0,5.6,n.a
2021,7,8,22,50,38.4945,119.4681,16.6,5.0,n.a
2021,7,8,22,59,38.5226,119.5122,6.6,3.9,n.a
2021,7,8,23,33,38.4688,119.5573,4.6,4.6,n.a
2021,7,8,23,58,38.5408,119.5739,2.4,4.3,n.a
2021,7,9,0,27,38.4941,119.5093,10.0,4.0,n.a
2021,7,9,1,46,38.5115,119.5387,5.6,4.4,n.a
2021,7,9,5,4,38.5378,119.4961,9.8,3.7,n.a
2021,7,9,5,10,38.5415,119.5268,7.9,3.8,n.a
2021,8,27,4,47,38.557,119.4395,3.5,4.4,n.a
2021,8,31,16,9,36.5727,121.1986,12.6,3.9,n.a
2021,8,31,17,21,40.8881,114.9309,2.6,4.7,n.a
2021,9,18,2,58,33.8294,118.2457,14.4,4.3,n.a
2021,10,25,23,42,35.7577,121.365,0.6,4.8,n.a
2021,11,4,0,24,39.8917,123.4068,9.7,n.a,3.4
2022,1,6,0,28,37.3102,117.906,9.9,4.7,n.a
2022,1,13,3,19,33.4431,116.4509,13.6,2.9,n.a
2022,1,22,22,40,38.2398,118.3397,2.8,4.0,n.a
2022,1,30,17,46,33.3429,116.9047,14.0,4.0,n.a
2022,2,15,21,16,38.1731,117.7534,10.5,4.3,n.a
2022,2,27,1,44,34.4312,119.1194,23.0,4.1,n.a
2022,3,13,20,51,36.5797,121.1906,11.7,3.7,n.a
2022,3,18,4,51,38.529,119.5014,9.9,4.0,n.a
2022,4,2,10,31,41.0426,123.5212,33.3,3.7,n.a
2022,5,26,9,23,35.5949,117.4033,10.0,4.3,n.a
2022,6,2,12,7,38.1024,122.0047,15.4,4.0,n.a
2022,6,16,16,55,38.1884,117.7903,9.6,4.2,n.a
2022,6,28,11,57,38.817,122.7773,4.4,n.a,3.4
2022,7,15,1,19,35.691,117.5702,8.8,4.4,n.a
2022,7,23,1,41,39.4538,121.484,6.2,4.3,n.a
2022,8,8,20,44,38.5872,119.4173,6.9,4.3,n.a
2022,9,1,13,36,36.5368,121.1266,2.3,4.0,n.a
2022,9,14,1,39,38.4739,122.7134,2.8,4.4,n.a
2022,9,20,14,3,39.8106,123.1626,12.1,4.1,n.a
2022,10,20,0,2,38.7879,122.8024,10.0,4.0,n.a
2022,10,20,7,55,40.3366,123.5224,33.0,4.1,n.a
2022,10,25,18,42,37.3209,121.6898,9.5,4.9,n.a
2022,12,6,0,10,35.9497,119.9983,15.2,4.0,n.a
2022,12,31,12,12,33.3934,116.3936,10.2,4.1,n.a
2023,1,1,6,49,36.5491,121.2694,10.5,3.7,n.a
2023,1,1,18,35,40.4115,123.9236,31.6,4.9,n.a
2023,1,20,8,1,41.1252,123.8751,27.0,4.3,n.a
2023,1,25,10,0,33.8827,118.6926,13.3,4.5,n.a
2023,3,14,5,0,37.4922,117.9971,10.0,3.8,n.a
2023,3,14,10,13,37.5157,117.9742,7.0,3.7,n.a
2023,3,15,21,44,37.5118,117.9677,10.0,3.8,n.a
2023,3,18,7,3,37.5059,117.972,7.0,3.9,n.a
2023,3,18,14,23,37.5023,117.9688,7.0,3.4,n.a
2023,4,1,1,16,33.3773,116.9351,15.2,3.9,n.a
2023,4,4,22,23,36.7922,121.3453,14.0,4.2,n.a
2023,4,12,5,39,38.8161,122.811,10.0,4.0,n.a
2023,4,29,12,7,32.7247,115.5455,18.4,n.a,3.4
2023,4,30,7,9,33.1926,115.6055,10.5,4.5,n.a
2023,4,30,7,58,33.1994,115.6091,9.0,4.2,n.a
2023,5,11,23,19,40.2048,121.1236,12.0,5.3,n.a
2023,5,12,2,54,40.1889,121.1233,10.0,3.5,n.a
2023,5,12,10,18,40.1775,121.074,2.4,5.0,n.a
2023,5,18,15,55,40.2353,121.1306,11.5,3.0,n.a
2023,5,21,3,26,37.277,117.5902,8.7,4.2,n.a
2023,5,26,11,26,40.2236,121.1578,8.2,4.2,n.a
2023,6,3,12,1,38.7895,122.7378,10.0,4.1,n.a
2023,6,18,3,44,39.0557,123.1011,10.4,4.3,n.a
2023,7,16,4,36,38.5241,118.1852,9.0,3.6,n.a
2023,7,19,7,34,39.5045,116.5225,2.2,4.5,n.a
2023,8,2,5,38,33.168,115.5935,12.8,n.a,3.3
2023,8,10,19,17,35.9132,120.4978,17.0,4.2,n.a
2023,8,20,21,41,34.4122,119.1843,11.0,5.1,n.a
2023,8,20,22,18,34.4269,119.1869,12.0,3.9,n.a
2023,8,22,11,39,34.4267,119.1542,12.5,3.9,n.a
2023,8,25,14,14,38.792,122.8327,10.3,4.1,n.a
2023,9,8,17,24,40.9239,121.5911,12.2,5.0,n.a
2023,9,19,0,15,37.4492,121.2632,10.6,4.0,n.a
2023,9,19,4,13,37.4518,121.2559,10.2,4.7,n.a
2023,10,8,21,30,38.8114,122.7899,0.5,3.8,n.a
2023,10,18,16,29,38.1236,121.624,9.1,4.3,n.a
2023,10,28,5,40,38.5583,119.4995,7.2,n.a,4.0
2023,11,3,20,12,34.4268,119.165,14.2,4.3,n.a
2023,12,1,7,43,32.7557,115.8696,12.2,4.6,n.a
